"Row.names"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia"	"Protein.Group"	"Protein.Ids"	"Protein.Names"	"Genes"	"First.Protein.Description"
"SNRNP200_HUMAN"	12159312.0633858	12137385.4147734	8239157.263417	8623041.05470277	6765852.96472465	6649004.54049648	7481095.09721081	7093601.47247466	8844857.63205113	8583506.62344701	5583424.19591103	5206680.74869936	5598169.20693827	5314468.90264123	5231746.57655592	5363412.84228477	9287017.88000301	9517666.92776052	7691775.25585367	7719166.339853	6216675.06679837	6520756.25713042	6240460.33905824	5175604.01478978	8593070.26458206	8157772.02121719	6256565.66076251	6238623.23803398	4618076.46894643	4725738.51767911	7723001.22571593	7643935.05289016	7445831.67450983	7345554.61696971	4750039.99279177	4716782.10202961	"O75643"	"O75643"	"U520_HUMAN"	"SNRNP200_HUMAN"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"
"SNRNP40_HUMAN"	7623098.57355545	6966204.46269846	6151802.80795822	6038171.00802075	5002687.7531584	4970530.26142736	6363320.8872438	6232114.1328507	6352330.88747459	6138633.99437798	4402565.36443348	4279708.48338127	3922703.42604716	3728959.90144695	4031997.37136629	3906672.40439878	7591303.72229706	7475105.46096779	5182130.52597803	5071791.12933863	5221328.89081585	5312004.12256917	5498632.76600728	3728571.23366472	5929565.87222313	5774087.22397577	5072946.69469224	5069108.57464814	3354737.33819057	3237547.41089079	5440778.72854429	5159710.42244154	4824713.4359664	4674293.04643199	3582190.81640553	3578126.09844965	"Q96DI7"	"Q96DI7;Q9NSS8;Q6PE01"	"SNR40_HUMAN"	"SNRNP40_HUMAN"	"U5 small nuclear ribonucleoprotein 40 kDa protein"
"SNRNP70_HUMAN"	33200473.0919213	30724728.8335264	17737869.0503196	17307722.0587207	17850158.8698748	17186792.1113458	15542077.4596392	15156257.3373242	23665746.9858587	22885406.3658787	13012403.459629	12838896.5003518	12847512.5750078	12380629.9136224	12667958.1939556	12507174.104176	2094810.22214893	2092794.29034864	17432171.027469	16772770.8794145	2877634.81601104	2858407.25714502	16638595.7410414	11081482.0614615	23139671.0612467	21288151.9001024	21231270.5666267	20519493.390158	13893703.2299086	13219789.5540474	20329689.6315172	19216994.3513878	18939356.0647264	18463765.4531795	12744168.1216619	12523484.5817278	"P08621"	"P08621;Q62376"	"RU17_HUMAN"	"SNRNP70_HUMAN"	"U1 small nuclear ribonucleoprotein 70 kDa"
"SNRPA_HUMAN"	19014217.3004364	17239859.455848	11821341.9674468	11598495.7303405	8368432.77680673	8195142.83138406	10823025.9636533	10840715.7819262	14757068.1001931	14082902.3795806	8113566.71963693	7894477.14364984	8816995.71490521	8250921.12789128	9199767.87191812	8932094.91639648	16416035.8651172	15988863.9505889	10145989.23658	9784543.87726637	8912857.19962461	9096923.92164734	9831416.72006558	7888477.46428428	12168921.3166163	11329400.1703774	10842142.2528106	10436523.9110991	6379181.15190495	6707648.57505199	11468323.2164164	11047266.8536888	10783718.593968	10358097.3842769	7377071.86551794	7351622.11331304	"P09012"	"P09012;M0QXK2;M0R221;M0R2B8;M0QZG7;M0R268;Q62189;D3Z0S6"	"SNRPA_HUMAN"	"SNRPA_HUMAN"	"U1 small nuclear ribonucleoprotein A"
"SNRPA_HUMAN;SNRPB2_HUMAN"	10480981.9433991	9173769.61392994	5519772.12148315	5488689.71558212	4458814.51553691	4289896.6392418	5674684.70472742	5508938.89111029	7133079.44075841	6647135.28840266	4637031.8932755	4411338.91296192	4264372.99435217	3835066.4157475	4079078.44084604	3864022.87215553	8434758.56467162	8017193.27487307	4623341.01489154	4655865.95443628	4210590.91991873	4070509.09689525	5147134.6403793	3373687.3463535	5444111.92876602	5001522.34227403	4668357.38525232	4618470.49864209	2970777.75356878	2920364.41057491	4859056.47140637	4753618.89148909	4500412.89888203	4304466.75314593	2623721.70030191	2517329.00926484	"P08579;P09012"	"P08579;P09012;M0QXK2;M0R221;M0R2B8;M0QZG7;M0R0G9;M0R268;Q9CQI7;Q62189;A2CES4;D3Z0S6"	"RU2B_HUMAN;SNRPA_HUMAN"	"SNRPA_HUMAN;SNRPB2_HUMAN"	"U2 small nuclear ribonucleoprotein B''"
"SNRPA1_HUMAN"	17482887.6576842	16258729.3911508	12551024.4253166	12676611.2564999	11340089.273289	11329594.5276783	12515648.0405672	12708706.4447203	14661851.3909991	13940212.8271692	10526348.959234	10411478.9872133	9536693.64497864	8778652.02196514	9430803.09076613	9172862.66579594	15977465.6467226	15093532.0709125	12209695.4748127	11823487.0115253	11089299.5224987	11057496.3467752	11497455.2595281	8981235.75613005	11573930.9776426	11714691.8960309	12075629.9144533	12023028.0848142	7830075.38797451	7884924.36011135	12176137.9069818	11688757.9245912	10941916.0781161	10894418.7855328	7944769.00248173	7834852.86487911	"P09661"	"P09661;P57784"	"RU2A_HUMAN"	"SNRPA1_HUMAN"	"U2 small nuclear ribonucleoprotein A'"
"SNRPB_HUMAN"	44208141.0089431	41303171.7996462	27909151.9098276	26401916.821726	20179330.9168039	19615545.404697	24290193.6779383	25042934.857226	35758441.2440476	32550842.8157764	18013019.9160048	18396106.3224054	16993777.0967643	15855784.3931989	16722411.2308007	16311064.6377576	37114204.520448	34474720.4122841	24387640.3713227	22954549.8835407	21863267.8343202	21174042.6200142	22865499.3245215	16186248.1894888	24827890.9610676	24431894.6595535	22614983.8649278	21225502.175672	14437560.9086706	14298760.7704964	23363821.4812143	22628845.9958393	22176479.4728437	20615922.550826	14657542.7039877	14072605.4441937	"P14678"	"P14678;P27048"	"RSMB_HUMAN"	"SNRPB_HUMAN"	"Small nuclear ribonucleoprotein-associated proteins B and B'"
"SNRPB2_HUMAN"	5126039.33545707	4862339.0451816	3540154.30240134	3377187.86547349	2903007.94795418	2975416.84968223	3283209.62661869	3329219.31019318	4084626.78071844	4114168.75962178	2290081.86701398	2151752.13155851	2154535.3686664	1941444.06196165	2362558.93245493	2281034.14293641	4281268.27078992	4191238.99984433	2987370.71519628	3036834.38213065	2536369.12435706	2564767.5962968	3099712.92203123	2117226.13227316	3547597.7251411	3239959.66126573	2969469.91563807	2878639.22827666	1917198.07608451	1931192.48223573	3318532.83987483	3181189.83511349	2748914.28981563	2730393.65390449	1914295.71910399	1917281.34449636	"P08579"	"P08579"	"RU2B_HUMAN"	"SNRPB2_HUMAN"	"U2 small nuclear ribonucleoprotein B''"
"SNRPC_HUMAN"	17974819.9962979	16765404.4854648	12610316.3497258	12115814.0674512	9172333.95335276	9205557.07252029	12697579.3572461	11670146.3742675	15836912.9507115	16928571.4876233	9532102.42611832	9267142.21978182	9743856.32736688	9869466.13686077	9809686.38532518	10141265.5709646	17219180.4179005	16290175.3068585	13212204.6839474	13077698.3353391	12246417.0615655	11219582.0704293	12198651.1364338	8898107.60707716	14817932.0188394	14508802.5880345	12433839.6829878	11747194.9926666	8667461.87956598	8255227.89147813	12231167.979034	12846514.5055621	12236350.3022085	10799119.5622353	9344532.53093509	9068827.29991561	"P09234"	"P09234"	"RU1C_HUMAN"	"SNRPC_HUMAN"	"U1 small nuclear ribonucleoprotein C"
"SNRPD1_HUMAN"	14275100.0198456	13455076.2359378	10901840.0213784	10496116.6402554	7001469.49256918	7038976.30221664	7430064.75820031	7669858.71170434	7584712.91153696	7492018.13663699	5919799.61038135	5540147.05216589	5356657.97589275	5095747.86739916	5009527.74746205	4791613.3150818	9381119.84648573	8947754.37682005	7981326.49778251	7715866.31189719	7153662.94790082	7565792.900501	6078688.3743751	4855685.3254206	4560640.48483165	4473496.86226361	4894027.72730607	4780209.66571282	2591485.02061463	2929287.62009241	4668473.8499016	4303359.48747993	4408668.53108178	3741261.02930371	2629438.68593719	2805236.06096704	"J3QLI9"	"J3QLI9"	"J3QLI9_HUMAN"	"SNRPD1_HUMAN"	"Small nuclear ribonucleoprotein D1 polypeptide"
"SNRPD2_HUMAN"	42045989.6731658	40563318.64315	28822452.6802756	28452198.7750869	26508558.2361521	25582884.3608169	27143648.1409834	26967790.6518875	32441346.5320598	30650401.2720249	21067211.656674	21152470.638462	20235069.5889246	18866407.2484697	18937650.2167264	18528775.4897603	37924987.4885995	35463590.9177532	26916882.9964673	25319358.7904618	24443703.8781431	23063043.8260091	27288468.4578034	17578579.9545285	27330601.1100325	26062314.4767468	24713546.1965754	24058261.2468366	16170538.2331683	16427116.9634406	25396285.5431492	24461213.1490751	23247605.6241516	22534989.9981318	16114436.2474195	15602549.3702373	"K7EJB5"	"K7EJB5"	"K7EJB5_HUMAN"	"SNRPD2_HUMAN"	"Small nuclear ribonucleoprotein Sm D2"
"SNRPF_HUMAN"	5918258.74218387	5306122.94869278	3881521.84388273	3800102.70677193	3269564.61005349	3300852.7435348	3946152.83889992	3817244.80712956	4453038.63620127	4280568.97494328	1675745.58228647	1614868.82035006	2381908.70836058	2167927.91002254	2640711.11378112	2480413.12073227	5099109.4464139	5371761.43880931	3529565.79883124	3575911.6619403	3390524.74888224	3157836.45802417	3711409.8465125	2305265.70045095	3786256.97444175	3522914.18709528	3443088.5520883	3594243.2543147	2520888.84320544	2357871.14414191	3769393.81407172	3709044.6964413	3374272.26387068	3191429.57990204	2659557.55962442	2566356.58073708	"A0A0B4J254"	"F8W0W6;A0A0B4J254"	"A0A0B4J254_HUMAN"	"SNRPF_HUMAN"	"Small nuclear ribonucleoprotein polypeptide F"
"SNRPGP15_HUMAN"	51116775.8126901	45409937.9016114	21488211.6740029	19556093.4729276	14477859.5773631	14143117.0748551	19446049.2670322	16660905.2660334	35456853.6534224	31418813.9418137	12697346.0144789	11885512.8225661	12596224.4115139	11003196.3693488	11329224.9774013	10829089.2465521	43603542.3828134	40141931.2395709	19102387.2382457	18247957.7076287	15250138.2380726	14199497.1030317	16149600.1908886	8863755.31538926	24528541.2873664	22357135.7070241	15914735.7250327	14666456.1276165	9246196.6657338	8716317.29946269	20714662.1173372	19122546.0945604	15154598.1114433	13493501.9875073	7819920.81173954	8176648.71921224	"A8MWD9"	"A8MWD9;C9JVQ0;F5H013;Q49AN9"	"RUXGL_HUMAN"	"SNRPGP15_HUMAN"	"Putative small nuclear ribonucleoprotein G-like protein 15"
"SNU13_HUMAN"	26079398.8681633	24382160.0936227	19418608.7678782	18523092.4435808	14854737.5664803	15025289.8451868	17700183.3174182	17940602.824687	22512199.1781441	21674407.4386323	14649747.1669444	14217276.2431163	15086084.6643568	14317609.364056	14903539.2424359	14296491.6520905	24483609.9726549	22830313.3654126	16617306.0258741	16664000.5048899	15666739.0102444	15576705.1238962	16272522.5818359	13476532.2355985	18582004.2334606	17784863.9929574	18764058.688095	17536147.8239926	12176003.3850103	12036851.3727735	17349201.0195863	16654812.4900226	16173932.3485786	15316031.2824989	11184427.0078501	11638581.3150701	"A0A3B3IUA2;B1AHD1"	"A0A3B3IUA2;B1AHD1;A0A3B3IRU2"	"A0A3B3IUA2_HUMAN;B1AHD1_HUMAN"	"SNU13_HUMAN"	"Ribonucloprotein"
"SNUPN_HUMAN"	2461304.50273308	2411639.87149033	2246779.75211603	2211854.25868749	1753740.89985116	1902629.79975411	2267779.42791213	2070493.56432175	2229113.97821509	2090615.89043183	1590535.85823647	1548830.62969767	1332539.10762604	1216248.39304276	1265870.44694306	1227605.91606262	2456800.78330216	2339525.59879348	1993548.9370874	2138296.95890417	2012769.59033588	1874943.46723047	1924719.58325411	1186695.94994647	1518687.63886855	1537264.05607386	1239942.93981422	1325087.52499809	993550.522390592	871320.377483435	1424116.99224455	1293587.69950501	1231434.72627885	1185975.98156614	1017490.25080545	995782.226226117	"O95149"	"O95149;H3BQR0;H3BRI5;H3BSK1;H3BTA6;Q80W37"	"SPN1_HUMAN"	"SNUPN_HUMAN"	"Snurportin-1"
"SNW1_HUMAN"	6339786.24192466	6106223.55656009	4795501.37362588	4622345.90382428	4335709.48958629	4336678.95814971	4597399.85551414	4494202.21385	4939844.25043919	4857885.35991408	3580895.75425345	3425494.53856397	3261262.15235268	3162759.56275555	3228430.32233044	3161002.06331584	5443672.84559154	5359071.41061024	4276899.59655754	4036082.68945166	4152540.62972835	4080889.35394451	4482162.2490506	3027895.22911625	4596456.05133902	4412991.4100786	4314101.10169354	4279757.77508087	2812564.51619898	2781655.88657594	4677023.68588121	4461011.78014257	4339077.09109121	4176208.46457585	3151073.88421093	3051254.66427478	"Q13573"	"Q13573;G3V3A4;G3V4X8;Q9CSN1;A0A0B4J1E2"	"SNW1_HUMAN"	"SNW1_HUMAN"	"SNW domain-containing protein 1"
"SNX1_HUMAN"	5825122.67048024	5353209.82789817	4075458.90377496	3902212.54803034	3284595.59343759	3308874.53436902	3732410.41584342	3532019.51839219	4837882.72034932	4697399.27076538	3155844.58281285	2999494.00903963	2994697.57841572	2989960.47202935	2848858.69665176	2719014.64703893	5185131.0267267	5050884.05862441	4227905.61576919	4133546.22051652	3493517.36799726	3289703.59816856	3437344.6539755	2446522.92175609	4123130.16121402	3852585.91321208	3048463.83516583	2970254.83394536	2440169.81755234	2430562.89487945	3642623.91807512	3633819.07670902	3074883.5766494	2997170.17304727	2542257.01142839	2614510.63766577	"Q13596"	"Q13596;H0YK43"	"SNX1_HUMAN"	"SNX1_HUMAN"	"Sorting nexin-1"
"SNX12_HUMAN"	16064178.5557844	15403637.1638638	11601159.8354253	11419783.945264	8156862.78945424	7920292.56844252	9229186.33921099	9185998.92878358	14290758.4140203	13693364.9730588	7321349.42636401	7131911.91592321	8307842.36173257	7554256.74799796	7866229.60581192	7438146.22520698	15132770.1366625	14293172.0595763	12173012.4528143	11547875.0136089	8277497.76603204	8284432.08290962	8925609.56328672	6824605.39251809	11972902.1530638	11232927.8551586	9143613.43518233	8555701.69459304	8991444.13207994	8790841.88844215	10644312.3372111	10548476.3316412	7169380.54477057	6514191.15267592	6804006.79608066	7004256.11876369	"A0A087X0R6"	"A0A087X0R6;O70493;Q3V2H3;Q3TGS7"	"A0A087X0R6_HUMAN"	"SNX12_HUMAN"	"Sorting nexin 12"
"SNX15_HUMAN"	1259331.18205644	1264286.66608615	968377.118580206	NA	754601.959220464	846076.360795797	862409.355550166	NA	1261686.47330785	NA	1111560.32854111	1076085.18952223	NA	793934.966616975	832318.031335434	727787.460229637	1238321.06930226	1300030.22681969	1112873.68957736	999380.113806186	915001.461820877	983306.012624681	881029.557210862	740556.584066832	1248161.07140581	1265095.01730258	964110.333272174	981845.078214816	NA	NA	NA	1120443.84829132	NA	784725.337567609	NA	NA	"Q9NRS6"	"Q9NRS6"	"SNX15_HUMAN"	"SNX15_HUMAN"	"Sorting nexin-15"
"SNX2_HUMAN"	6134870	5634940	NA	NA	1285600	1307560	1690210	NA	2827790	2499580	NA	NA	NA	1578910	1564200	1570290	4362180	4012880	2269370	NA	NA	1206490	1750810	NA	2614300	2423150	NA	NA	NA	1173100	2252830	2118470	1914570	NA	NA	NA	"O60749"	"O60749;D6RC15"	"SNX2_HUMAN"	"SNX2_HUMAN"	"Sorting nexin-2"
"SNX21_HUMAN"	NA	298752.524882634	NA	135150.645579626	NA	NA	NA	NA	474095.392993642	460926.152424769	247727.509541098	218122.2422112	NA	NA	103380.116693855	94309.1354240614	274622.502900903	299296.740916114	NA	175395.448606175	87064.2752035265	NA	74265.7267382832	NA	NA	197633.849585321	232604.664455217	210381.963726045	223910.85737789	175178.238880169	313594.979765302	294722.241640413	223961.991828659	197082.218737233	94818.8738265412	94762.8933739742	"Q969T3"	"Q969T3;Q5JZH3"	"SNX21_HUMAN"	"SNX21_HUMAN"	"Sorting nexin-21"
"SNX27_HUMAN"	4899598.89241585	4419918.82631516	2464571.32241436	2440752.64529704	1751535.14994655	1866537.58430851	2167162.67984807	1948189.71804392	2905258.30474894	2923545.12117431	1827055.88807728	1848754.34927036	1994739.61320284	1832712.90669866	1632908.41556242	1880885.71257674	3699183.80126385	3630350.40697502	2990373.27184914	2928877.75373867	2010203.00654106	2073621.65361299	1970108.14810838	1551907.65927731	2158553.14500975	2069195.26990938	1686938.74380378	1570601.4757861	1605175.82669479	1746875.06186639	2068827.84662384	2127030.6493427	2092235.01353702	1940491.23028629	1176558.28636402	1249554.32293385	"Q96L92"	"Q96L92;A0A5H1ZRP6;A0A2R8Y3S6;A0A2R8Y8A7"	"SNX27_HUMAN"	"SNX27_HUMAN"	"Sorting nexin-27"
"SNX33_HUMAN"	904336.21244799	769577.427878452	540795.523814629	531224.787179584	432479.102861526	364683.233223447	410580.456072355	359087.717757458	1511184.2740287	1304930.78647351	500890.398402183	528008.659185392	417229.135510676	394824.492164092	527312.415720814	388897.421412974	1205068.032607	1991959.25764633	755707.769062509	676356.739703058	337449.75943399	336680.970287359	343626.857070219	376161.562517206	813183.756135895	743413.663188274	552488.127940761	470507.228531023	420734.34583301	451390.106381277	779530.422624276	650505.292793022	449108.347865878	316796.037174715	349617.625861651	332255.689905391	"Q8WV41"	"Q8WV41;H3BPR3"	"SNX33_HUMAN"	"SNX33_HUMAN"	"Sorting nexin-33"
"SNX4_HUMAN"	2378516.27993042	2255683.2005174	1697918.26839377	1572428.94138191	1625119.0830136	1592257.17286107	1604379.81591999	1601917.40089577	2484707.34578174	2367986.88046769	1948984.26565553	1988736.78608485	2062241.16963223	1898945.23413504	1748960.04168985	1813343.17218026	2183830.53718097	2325436.37154234	2166623.17433725	2227770.92905038	1737125.52501507	1636825.62513528	1713161.42392098	1601287.68849936	2244790.14490671	2160265.29368019	1846402.83387002	1765508.68600015	1549793.91314544	1621635.9828825	1917972.78196919	1995048.54991864	1918193.24939572	1924693.87129075	1492585.03116168	1488149.01437258	"O95219"	"O95219;F8W9T3"	"SNX4_HUMAN"	"SNX4_HUMAN"	"Sorting nexin-4"
"SNX5_HUMAN"	8428051.81694073	8698858.60152483	2957736.4418556	3449884.29183794	4017891.62191322	4406884.26267327	3698510.81231988	3408163.56097753	5620556.96920692	5804898.22340086	3251809.22440569	3046996.82387973	2916000.66521469	2815613.28794162	2905670.7880221	2469432.41542879	9177436.86433415	8852291.97370519	4150840.37766319	3927431.71979478	4045363.03525865	3980812.05881406	3890552.89750592	2305177.40281363	4476073.03040829	4595432.93863612	3931343.66112558	3599021.51142323	2129372.32444763	1924171.6284643	3446125.58306002	4835441.75707532	2636716.63031686	2297311.26571068	1856117.3539086	1955533.53594862	"Q9Y5X3"	"Q9Y5X3;Q5QPE4"	"SNX5_HUMAN"	"SNX5_HUMAN"	"Sorting nexin-5"
"SNX7_HUMAN"	2080733.42855755	1823103.86305645	1516122.86456534	1431797.14287892	1416163.71882945	1360927.36126662	1532394.31056877	1479856.75577691	2041695.21317443	1901022.99977475	1882774.49648346	1813567.80181208	1461843.93917087	1347481.56357535	1496512.08731706	1577002.93717214	1870856.13269324	2135059.75223393	1803189.88405036	1803549.2809886	1473824.40287643	1456771.46760534	1736004.04138028	1330489.06355077	1860828.69362572	2986420.21944597	1731792.24246522	1621746.45942775	1741824.46850212	1785341.15543569	2237356.37977629	2064163.52012176	2071898.80970686	1996809.63427892	1888432.3996524	2117987.11944147	"Q9UNH6"	"Q9UNH6;E9PNL2"	"SNX7_HUMAN"	"SNX7_HUMAN"	"Sorting nexin-7"
"SNX8_HUMAN"	3735396.68133856	3679633.49102016	2860221.72200129	2914161.66166379	1957136.88409513	1930878.2028982	2108200.73701844	2121731.65686385	2811288.45897309	2898050.03482969	1932936.4495748	1889343.88277689	2319847.86927037	2223811.76567387	2091534.54469406	2095081.10069418	3070824.4482172	2887593.11893628	2539494.01511628	2419854.27942948	1960546.7215875	1973913.70871632	1804954.36526791	1909866.08853777	3134851.4237265	3141634.30513337	2911263.3025777	2788736.79205273	2233532.34018979	2177531.06271149	3196694.17547199	3008701.285387	2321405.29012963	2161028.29469866	1768869.9833973	1794637.86875224	"Q9Y5X2"	"Q9Y5X2;C9J014;C9J271;C9J8E6;C9JCB9"	"SNX8_HUMAN"	"SNX8_HUMAN"	"Sorting nexin-8"
"SNX9_HUMAN"	5055851.50583246	4780680.05463773	3975838.42898831	3714965.37506888	3249365.075219	3169521.0666152	3382491.6430478	3203050.10719519	5584649.38451144	5584859.05141758	4171872.05311441	4291363.43483437	4187154.81872922	3763729.93909568	3631144.73579128	3555761.59734275	4635939.60312445	4564575.26927292	3954343.00135562	3780896.63276037	3422138.50731574	3334665.46032423	3835622.7059868	3364134.40378378	6270178.2955356	5869726.20537259	6441337.16781238	6322136.99641518	2426759.10975579	2223060.13740166	4967818.79958155	4720743.09157849	4835083.95245576	4777695.65496631	3398535.32103207	3343633.20987061	"Q9Y5X1"	"Q9Y5X1;A0A7P0T8D4;A0A7P0T8S8;A0A7P0T8Z2;A0A7P0TBI9;A0A7P0Z4A2;A0A7P0Z4A5;A0A7P0T8C7;A0A7P0T8Z7"	"SNX9_HUMAN"	"SNX9_HUMAN"	"Sorting nexin-9"
"SOD1_HUMAN"	57417920.1984496	51911380.3676452	40101206.928831	39640852.4003186	32954300.3607833	33312259.7034423	37668280.1192094	37859828.7341305	59009816.7328445	58651251.1516825	44583623.7355822	43377769.9198148	42952987.6553777	39442211.3432035	39833431.0829131	39073777.4049858	56721539.342765	55829498.1973038	49490289.6137808	48224355.5613521	41018871.7136391	40388620.1340027	40653996.5036323	37552453.9869466	46284271.7246944	45547601.4636266	39634463.3237949	38571805.7346176	30486120.6495439	29752283.3129556	47858047.7435544	47555310.2523922	40733147.5334315	39722860.2807622	31596881.2441304	31355263.199827	"P00441"	"P00441;H7BYH4"	"SODC_HUMAN"	"SOD1_HUMAN"	"Superoxide dismutase [Cu-Zn]"
"SOD2_HUMAN"	16899246.9718926	16049309.8331805	16838849.0782907	16484533.241666	11531022.4677124	11468876.6994997	11632777.8000575	11195083.6562433	33481452.3535074	32478003.884847	22124246.4038967	21340282.9645315	26177829.3680306	23942574.0679062	19999046.7090828	19209877.5580104	14231912.573855	13523531.5869452	12121264.4795705	11970688.5777562	8834369.61321477	8619786.69467217	11511096.2273207	17903838.5147066	11855857.8748035	11657576.9830762	14878643.0126812	14976941.6146778	25468125.799179	24634780.7163639	13452025.363469	13177390.419427	10793026.7401071	10459878.1534253	11147778.3877372	10764193.2769097	"P04179"	"P04179;F5GYZ5;F5H4R2;F5GXZ9;F5H3C5;G5E9P6;G8JLJ2"	"SODM_HUMAN"	"SOD2_HUMAN"	"Superoxide dismutase [Mn], mitochondrial"
"SOGA1_HUMAN"	583768.403198889	438851.141954923	569650.818059456	557955.400897689	455637.21204517	432272.597280243	389498.174560532	386469.187965811	396641.233049813	396230.189136756	304916.480103284	308458.197982874	166064.677072929	NA	132149.179779434	144936.648090762	502007.874703308	500685.013649578	428186.836947977	410366.35741543	376176.251501805	379296.329826221	394282.132309243	117177.35308567	NA	NA	282191.675570441	234283.986438752	166158.491390994	166938.738504005	194789.154776437	213204.274574319	127208.465476535	145722.512500002	139400.584866927	118110.468434185	"O94964"	"O94964;H0YDM2"	"SOGA1_HUMAN"	"SOGA1_HUMAN"	"Protein SOGA1"
"SON_HUMAN"	8412577.48073549	7717498.22881649	4603975.40349115	4488538.53767542	4894261.92453325	4694053.0681077	4008408.72105149	3896783.48053536	5449916.17418537	5468057.28167959	3787011.96618072	3702153.34617757	2742163.6191015	2535402.30175743	2638022.19535112	2527302.99647655	4409231.03777495	4383814.96497396	4615669.06731311	4658390.73497148	3825733.90067847	3653157.82898235	4653246.71322537	2543525.04941996	5821499.31012569	5599194.92565132	5687935.97149709	5434374.61465271	3247962.96295575	3205704.12253363	5818525.80593816	5651473.10841677	5415047.69430333	5247914.94853581	3401873.63187691	3536354.30477912	"A0A994J4Y9"	"H7C1M2;A0A994J4Y9;H9KV00"	"A0A994J4Y9_HUMAN"	"SON_HUMAN"	"SON DNA and RNA binding protein"
"SORBS1_HUMAN"	1248789.79082167	1141204.59845445	574077.419092805	559605.545623936	279812.789649722	303437.726336158	468297.710382973	401349.21575674	820748.726798043	788526.86401273	295825.064903606	279096.973526999	312510.644685665	295693.117989526	316210.690145591	278611.591347033	1007467.04914645	896637.96378556	682780.429972767	627888.379772849	375245.753305202	336895.11721561	360769.698937719	226289.006705847	419342.944185723	432464.818029485	348287.196357215	293938.623101692	NA	NA	347474.38035704	303761.635752853	216710.640276186	222416.062669108	187464.784140443	187233.494300484	"A0A0U1RQI5"	"A0A0U1RQI5"	"A0A0U1RQI5_HUMAN"	"SORBS1_HUMAN"	"Sorbin and SH3 domain containing 1 (Fragment)"
