Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	2.48932e+07	2.4652e+07	2.63003e+07	2.61356e+07	3.04053e+07	2.99314e+07	2.76327e+07	2.74398e+07	2.16831e+07	2.18738e+07	2.08386e+07	2.03815e+07	1.85319e+07	1.82716e+07	1.92384e+07	1.88542e+07	2.52741e+07	2.4881e+07	2.16373e+07	2.17735e+07	2.56967e+07	2.5722e+07	2.67434e+07	1.94196e+07	2.44334e+07	2.43493e+07	2.81555e+07	2.70624e+07	1.85966e+07	1.98892e+07	2.50877e+07	2.49703e+07	2.32202e+07	2.32946e+07	2.47789e+07	2.46616e+07
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	2.52667e+07	2.53375e+07	2.36287e+07	2.20896e+07	2.11644e+07	2.14308e+07	2.02807e+07	2.06621e+07	2.12864e+07	2.15803e+07	1.97833e+07	1.96697e+07	1.77782e+07	1.7377e+07	1.73291e+07	1.71152e+07	2.46896e+07	2.3649e+07	2.17917e+07	2.1021e+07	2.24583e+07	2.08024e+07	1.99882e+07	1.6936e+07	2.29429e+07	2.22068e+07	2.11901e+07	2.10819e+07	1.89998e+07	1.9557e+07	2.15442e+07	2.09141e+07	1.96461e+07	1.9898e+07	2.02388e+07	2.00403e+07
Q9UMX5	Q9UMX5	NENF_HUMAN	NENF	Neudesin	6.56013e+06	6.53855e+06	6.52649e+06	6.90136e+06	7.33801e+06	7.54938e+06	8.11776e+06	8.08705e+06	7.38568e+06	6.91329e+06	6.70553e+06	6.74849e+06	7.98142e+06	7.58878e+06	7.3497e+06	7.47502e+06	8.76893e+06	8.44138e+06	9.11763e+06	9.11967e+06	8.26845e+06	9.03e+06	8.71965e+06	7.54999e+06	5.91811e+06	6.34821e+06	5.66466e+06	6.01004e+06	5.9339e+06	6.57109e+06	5.55006e+06	6.27071e+06	6.04737e+06	6.48336e+06	5.94702e+06	6.98696e+06
Q9UMY1	Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7	5.76723e+06	5.42044e+06	4.877e+06	5.15674e+06	5.93307e+06	5.70705e+06	4.74624e+06	4.63661e+06	4.61124e+06	4.5074e+06	3.72313e+06	3.75996e+06	3.4097e+06	3.34007e+06	3.69233e+06	3.38593e+06	2.94386e+06	2.63395e+06	4.48955e+06	4.57893e+06	3.10974e+06	2.78721e+06	4.58677e+06	3.12498e+06	4.41035e+06	4.22455e+06	4.13058e+06	4.1748e+06	3.51771e+06	3.38558e+06	4.30872e+06	4.30209e+06	4.00018e+06	4.24841e+06	4.51232e+06	4.14106e+06
Q9UMZ2	Q9UMZ2	SYNRG_HUMAN	SYNRG	Synergin gamma	493378	501358	330784	332288	311420	320395	345987	318210	479289	455483	325351	298106	303892	261516	403498	292630	514436	511172	391306	357120	332654	303482	359684	253548	365439	346719	375456	344358	329635	348059	405463	416766	410045	382997	311477	298741
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	3.13793e+07	3.11942e+07	3.33007e+07	3.40328e+07	3.58745e+07	3.47771e+07	3.22593e+07	3.20526e+07	3.11397e+07	3.02101e+07	2.98629e+07	3.06294e+07	2.36302e+07	2.38202e+07	2.31265e+07	2.29958e+07	3.32777e+07	3.29847e+07	3.18389e+07	3.07326e+07	3.32327e+07	3.34363e+07	3.53416e+07	2.13908e+07	2.98255e+07	3.05888e+07	2.52447e+07	2.5818e+07	2.92176e+07	2.73171e+07	2.75177e+07	2.79908e+07	2.99965e+07	2.94677e+07	2.7102e+07	2.7024e+07
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	7.9687e+06	7.98089e+06	8.59616e+06	8.63512e+06	7.38154e+06	7.3277e+06	8.7795e+06	8.99531e+06	7.40283e+06	7.28125e+06	6.74096e+06	6.71664e+06	6.78203e+06	6.9614e+06	7.28192e+06	7.20701e+06	1.03948e+07	1.01874e+07	9.74201e+06	9.60393e+06	9.50459e+06	9.55263e+06	9.47825e+06	7.76003e+06	5.50396e+06	5.43989e+06	5.21385e+06	5.26878e+06	5.68587e+06	5.68099e+06	5.16571e+06	5.4521e+06	5.2919e+06	5.24983e+06	5.07035e+06	5.05964e+06
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	5.10022e+06	5.14396e+06	4.75539e+06	4.47014e+06	4.25496e+06	4.14364e+06	3.76234e+06	3.66305e+06	5.87055e+06	5.69558e+06	4.38464e+06	4.82948e+06	5.15366e+06	4.41432e+06	4.63325e+06	5.12325e+06	5.13314e+06	4.72867e+06	5.12739e+06	5.22465e+06	4.23674e+06	4.07931e+06	4.26765e+06	4.57623e+06	4.25348e+06	4.08198e+06	4.49684e+06	4.27125e+06	6.48888e+06	6.32847e+06	4.73618e+06	4.93404e+06	5.91404e+06	5.66878e+06	5.79595e+06	5.6694e+06
Q9UNF1	Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	7.27697e+06	6.9209e+06	6.18915e+06	5.77406e+06	5.07684e+06	5.00482e+06	5.78448e+06	5.4684e+06	7.65392e+06	7.49683e+06	7.46612e+06	7.3769e+06	7.33598e+06	7.02559e+06	6.81447e+06	6.74725e+06	7.47038e+06	7.90471e+06	6.76205e+06	6.71919e+06	6.07687e+06	6.10601e+06	5.89725e+06	6.71632e+06	1.1164e+07	1.12763e+07	1.1575e+07	1.15245e+07	8.97426e+06	8.89213e+06	9.62387e+06	9.57199e+06	8.67996e+06	8.60363e+06	8.99179e+06	8.70778e+06
Q9UNH6	Q9UNH6;E9PNL2	SNX7_HUMAN	SNX7	Sorting nexin-7	1.07489e+06	958602	1.09796e+06	989081	1.15652e+06	1.14398e+06	1.09234e+06	1.04078e+06	1.24136e+06	1.25594e+06	1.45037e+06	1.42261e+06	1.29501e+06	1.13899e+06	1.28161e+06	1.34783e+06	1.18142e+06	1.30207e+06	1.25999e+06	1.19013e+06	1.12385e+06	1.14817e+06	1.29408e+06	1.23396e+06	1.18801e+06	985425	1.39875e+06	1.25881e+06	1.40798e+06	1.39064e+06	1.10968e+06	1.23955e+06	1.37947e+06	1.30657e+06	1.66241e+06	1.55926e+06
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	1.90542e+07	1.85697e+07	1.75474e+07	1.7466e+07	1.81575e+07	1.78662e+07	1.47431e+07	1.48803e+07	1.63398e+07	1.64808e+07	1.80611e+07	1.72283e+07	1.75583e+07	1.72408e+07	1.70922e+07	1.61912e+07	1.71762e+07	1.64683e+07	1.67733e+07	1.6901e+07	1.75961e+07	1.70636e+07	1.47169e+07	1.65563e+07	1.52277e+07	1.54516e+07	1.51149e+07	1.52338e+07	1.59419e+07	1.55858e+07	1.57641e+07	1.51788e+07	1.55434e+07	1.51746e+07	1.56011e+07	1.58547e+07
Q9UNN5	Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1	2.07779e+06	2.19517e+06	2.05028e+06	2.17814e+06	2.18495e+06	2.10598e+06	1.90351e+06	2.04326e+06	1.77123e+06	1.82468e+06	1.85214e+06	1.79239e+06	1.88222e+06	1.99655e+06	2.02324e+06	1.9994e+06	1.8921e+06	1.87335e+06	1.94883e+06	1.94819e+06	2.25433e+06	2.22549e+06	1.99919e+06	1.96204e+06	1.92772e+06	1.87099e+06	1.8175e+06	1.83927e+06	2.07395e+06	1.92808e+06	1.82721e+06	1.96049e+06	1.93536e+06	1.89485e+06	2.16196e+06	2.08424e+06
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor	1.80443e+06	1.77295e+06	1.46076e+06	1.29713e+06	1.74051e+06	1.62986e+06	970747	920545	1.08526e+06	1.08079e+06	1.17563e+06	1.34935e+06	887003	771268	850704	879884	1.28534e+06	1.29076e+06	582124	1.27927e+06	1.09818e+06	1.43936e+06	1.10645e+06	758768	1.62885e+06	1.62332e+06	1.57839e+06	1.56747e+06	1.55503e+06	1.46795e+06	1.68579e+06	1.46972e+06	1.38814e+06	1.2432e+06	952883	831907
Q9UNQ0	Q9UNQ0	ABCG2_HUMAN	ABCG2	Broad substrate specificity ATP-binding cassette transporter ABCG2	893724	839910	720655	787671	888407	867821	743549	781989	399262		542179	488954	466303	486846	544363	544513	1.04033e+06	1.11843e+06	909262	909375	1.40941e+06	1.35081e+06	854282	476128												
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	1.67363e+06	1.56858e+06	1.85382e+06	1.87006e+06	2.01531e+06	2.13e+06	1.57893e+06	1.67944e+06	1.2774e+06	1.3086e+06	1.21253e+06	1.11168e+06	1.49854e+06	1.52958e+06	1.39042e+06	1.597e+06	1.56727e+06	1.78998e+06	1.64584e+06	1.31694e+06	1.94948e+06	1.94863e+06	1.74873e+06	1.47004e+06	1.73468e+06	1.52567e+06	1.17947e+06	1.34001e+06	1.26163e+06	1.56981e+06	1.30774e+06	1.225e+06	1.51587e+06	1.27063e+06	1.34203e+06	1.46069e+06
Q9UNS2	Q9UNS2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	3.97583e+06	4.07734e+06	4.33929e+06	4.27969e+06	4.16374e+06	4.32058e+06	4.46529e+06	4.43135e+06	3.58721e+06	3.66164e+06	3.7191e+06	3.48673e+06	4.25246e+06	4.19124e+06	4.46989e+06	4.33738e+06	4.0327e+06	3.94001e+06	4.31257e+06	4.14336e+06	4.48756e+06	4.48405e+06	4.157e+06	4.33498e+06	3.99769e+06	4.12164e+06	3.74175e+06	4.10287e+06	4.28708e+06	4.17684e+06	4.02323e+06	3.82798e+06	4.22915e+06	4.18329e+06	4.47904e+06	4.3942e+06
Q9UNW1	Q9UNW1	MINP1_HUMAN	MINPP1	Multiple inositol polyphosphate phosphatase 1	2.64447e+06	2.66981e+06	2.62973e+06	2.58509e+06	2.92624e+06	2.80646e+06	2.58967e+06	2.74925e+06	3.18459e+06	3.11558e+06	3.18036e+06	3.05646e+06	3.22072e+06	3.10938e+06	3.18268e+06	3.15184e+06	2.85308e+06	3.07955e+06	3.10831e+06	3.09029e+06	3.31564e+06	3.32036e+06	3.51435e+06	3.0706e+06	2.63428e+06	2.58874e+06	2.97225e+06	2.98971e+06	2.9962e+06	2.79938e+06	2.72173e+06	2.74886e+06	3.02311e+06	2.99551e+06	2.8897e+06	2.78705e+06
Q9UNX3	Q9UNX3;J3QQQ9;J3QRC4;E5RIT6;J3KS10;J3QQV1;J3QRI7;B1ARA3;B1ARA5	RL26L_HUMAN	RPL26L1	Ribosomal protein uL24-like	7.75766e+06	7.69031e+06	7.75013e+06	7.52327e+06	6.25813e+06	6.2602e+06	6.04589e+06	5.65791e+06	6.10453e+06	6.00509e+06	4.89709e+06	5.25328e+06	4.90857e+06	4.29854e+06	4.38748e+06	4.12716e+06	6.04516e+06	5.9565e+06	6.46455e+06	6.37615e+06	5.84668e+06	6.17215e+06	5.63201e+06	3.71033e+06	2.2113e+06	2.71072e+06	2.98579e+06	2.77433e+06	2.22877e+06	2.34476e+06	3.08661e+06	2.95885e+06	2.74401e+06	2.49767e+06	2.16855e+06	2.28733e+06
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	1.4553e+06	1.51467e+06	1.01334e+06	1.04961e+06	1.22139e+06	1.18488e+06	774216	772330	865084	810005	841338	831942	929787	843210	798675	737730	1.07565e+06	1.0686e+06	978473	950731	1.14194e+06	1.12346e+06	734323	680197	1.24975e+06	1.19744e+06	1.20849e+06	1.229e+06	869173	869826	1.1809e+06	1.11507e+06	1.17566e+06	1.17283e+06	827699	833078
Q9UNZ2	Q9UNZ2	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	1.0192e+07	1.02677e+07	1.12763e+07	1.16925e+07	1.30955e+07	1.29408e+07	1.20469e+07	1.16705e+07	1.05142e+07	1.02951e+07	1.04885e+07	1.06088e+07	1.03365e+07	1.02758e+07	1.07088e+07	1.08005e+07	1.12442e+07	1.12829e+07	1.09135e+07	1.09124e+07	1.31329e+07	1.312e+07	1.26163e+07	1.06961e+07	7.68252e+06	7.98651e+06	7.44085e+06	7.51034e+06	9.19659e+06	9.2934e+06	8.05999e+06	8.09719e+06	7.64846e+06	7.44189e+06	8.30364e+06	8.12171e+06
Q9UNZ5	Q9UNZ5	L10K_HUMAN	C19orf53	Leydig cell tumor 10 kDa protein homolog	496349	509260	309969	298188	402697	430273	289815	285235	335597	316242	234343	248421	218565	224528	239712	241627	327329	302776	349127	325875	346508	379425	306758	250666	285309	282208	182140	185951	93015.3	214055	227144	250248	169512	197144	155255	176638
Q9UP83	Q9UP83;U3KQU7;Q8C0L8	COG5_HUMAN	COG5	Conserved oligomeric Golgi complex subunit 5	3.89936e+06	3.91794e+06	3.97554e+06	3.85992e+06	3.50685e+06	3.53096e+06	3.525e+06	3.7577e+06	4.30119e+06	4.41963e+06	4.05017e+06	4.30352e+06	4.64273e+06	4.07547e+06	4.18996e+06	4.16007e+06	3.96512e+06	4.18993e+06	4.44218e+06	4.38794e+06	3.72165e+06	3.82023e+06	3.56818e+06	4.01504e+06	4.96642e+06	5.10564e+06	4.7763e+06	4.67822e+06	5.3715e+06	5.10628e+06	4.86184e+06	4.93908e+06	4.98045e+06	5.0837e+06	5.09969e+06	4.80075e+06
Q9UPN3	Q9UPN3;A0A590UJG2;A0A7P0MQR8;H3BPE1;H3BQK9;A0A5F9ZGX0;A0A669KBB0;E9PLY0;E9PLY5;E9PNZ4	MACF1_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	7.10982e+06	7.10467e+06	7.77221e+06	7.85837e+06	7.45436e+06	7.35168e+06	6.97758e+06	7.10226e+06	7.21705e+06	7.32017e+06	6.45253e+06	6.58407e+06	6.10244e+06	5.95999e+06	6.2497e+06	6.22299e+06	5.60493e+06	5.68893e+06	6.06688e+06	6.01884e+06	5.4885e+06	5.52882e+06	5.62213e+06	6.12856e+06	9.15705e+06	9.32865e+06	6.9291e+06	6.89454e+06	8.24048e+06	8.17269e+06	8.07717e+06	8.14699e+06	8.50055e+06	8.4684e+06	9.07373e+06	9.09245e+06
Q9UPN4	Q9UPN4	CP131_HUMAN	CEP131	Centrosomal protein of 131 kDa	924032	894977	967107	1.02736e+06	1.20286e+06	1.1153e+06	1.02735e+06	1.05999e+06	961430	965960	1.08175e+06	1.0575e+06	958671	1.06808e+06	944358	1.04577e+06	972855	915751	1.07591e+06	1.15146e+06	1.10601e+06	1.15503e+06	1.10012e+06	844787	935291	1.07514e+06	1.28776e+06	1.21665e+06	1.40343e+06	1.48205e+06	1.17194e+06	1.2972e+06	1.24858e+06	1.39046e+06	1.14943e+06	1.29463e+06
Q9UPN6	Q9UPN6;A0A0A0MT33	SCAF8_HUMAN	SCAF8	SR-related and CTD-associated factor 8	4.12772e+06	4.1355e+06	5.24129e+06	5.52685e+06	6.32809e+06	6.53916e+06	5.77e+06	6.06909e+06	4.67811e+06	4.67788e+06	5.48894e+06	5.56433e+06	4.44584e+06	5.08292e+06	4.69182e+06	4.88189e+06	4.14205e+06	3.53312e+06	4.89839e+06	5.15765e+06	6.05338e+06	6.19753e+06	6.5268e+06	4.89864e+06	5.27667e+06	5.42859e+06	5.84442e+06	6.20751e+06	3.71114e+06	3.97539e+06	4.61143e+06	5.14625e+06	4.90866e+06	5.02077e+06	4.93712e+06	4.94186e+06
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	1.47756e+06	1.44626e+06	1.52368e+06	1.60644e+06	1.3595e+06	1.2527e+06	1.3271e+06	1.36239e+06	1.48533e+06	1.47362e+06	1.58031e+06	1.44893e+06	1.629e+06	1.50942e+06	1.59813e+06	1.56585e+06	1.40286e+06	1.41686e+06	1.60809e+06	1.59766e+06	1.39046e+06	1.31149e+06	1.32856e+06	1.41525e+06	1.46028e+06	1.48524e+06	1.34018e+06	1.33804e+06	1.64663e+06	1.66441e+06	1.31444e+06	1.42459e+06	1.62524e+06	1.56745e+06	1.32629e+06	1.41857e+06
Q9UPN9	Q9UPN9;H0Y612	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33	209234	221112	229774	240053	156434	226698	204653	210154	167863	163710	236188	210064	109673	96975.9			196779	188046	180813	220521	208900	201806	206545	82109.5	131395	127788	242775	218840	140880		181387	199957	204699	185389	21365.7	
Q9UPP1	Q9UPP1;A0A8J8YW94;H0Y3N9;A0A8I5KT77;A0A8I5KVK1	PHF8_HUMAN	PHF8	Histone lysine demethylase PHF8	262147	239979	339531	342128	298742	296950	307014	341503	274522	277681	349555	323774	295745	276137	291720	262767	266984	295821	280399	266635	292390	300400	294019	264121	286437	328187	324374	322546		199100	305394	316696	287939		225577	270013
Q9UPQ9	Q9UPQ9;H0Y720	TNR6B_HUMAN	TNRC6B	Trinucleotide repeat-containing gene 6B protein	322701	410636	369034	361689	280740	312082	335827	345443	413191	372392	331140	279764	310432	325215	357874	347579	125465		409178	397305	248400		353956	353900	521971	462645	451366	441966	421317	362234	473311	391729	420309	358158	365988	345810
Q9UPT5	Q9UPT5;A0A0A0MRE1;A0A0A0MSB8;B4DJ07	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	1.96859e+06	1.97847e+06	1.93824e+06	2.0194e+06	2.11001e+06	1.9919e+06	1.80594e+06	1.81597e+06	2.00494e+06	1.99338e+06	1.71982e+06	1.8531e+06	1.84654e+06	1.70412e+06	1.73248e+06	1.71182e+06	1.96302e+06	1.99857e+06	2.22676e+06	2.25272e+06	1.86302e+06	1.90756e+06	1.7701e+06	1.61854e+06	1.85057e+06	1.85375e+06	1.82464e+06	1.86283e+06	1.91418e+06	1.97062e+06	1.94247e+06	1.99623e+06	1.98983e+06	2.01685e+06	2.03489e+06	2.11231e+06
Q9UPT8	Q9UPT8;M0QY97	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	1.53975e+06	1.55876e+06	1.40558e+06	1.45956e+06	1.28105e+06	1.30529e+06	1.63805e+06	1.63556e+06	1.68243e+06	1.60448e+06	1.53725e+06	1.42652e+06	1.29883e+06	1.28416e+06	1.26397e+06	1.21263e+06	525640	525688	1.61072e+06	1.66407e+06	496054	460419	1.61705e+06	1.14274e+06	1.39143e+06	1.48805e+06	1.69416e+06	1.66025e+06	1.09748e+06	1.01987e+06	1.65609e+06	1.63551e+06	1.55731e+06	1.5188e+06	1.29733e+06	1.37564e+06
Q9UPT9	Q9UPT9	UBP22_HUMAN	USP22	Ubiquitin carboxyl-terminal hydrolase 22	135849	137920	158044	166057	105000	126326	121130	119536	105945	104999	101231	117098	87467.3	95747.8	78626.6	92722.7	107584	146159	112898	78030.2	139204	101181	104638	76113	165239	128044	146027	167121	73483.8	81886.1	105904	132701	166072	117067		150898
Q9UPU5	Q9UPU5;A0A0U1RQI9;B1AY13;E9PV45	UBP24_HUMAN	USP24	Ubiquitin carboxyl-terminal hydrolase 24	2.42947e+06	2.45731e+06	2.25922e+06	2.33158e+06	2.22998e+06	2.21066e+06	2.38094e+06	2.38521e+06	2.20376e+06	2.21398e+06	2.38101e+06	2.34415e+06	2.62663e+06	2.46532e+06	2.42747e+06	2.44558e+06	2.35216e+06	2.41509e+06	2.69584e+06	2.71448e+06	2.63008e+06	2.56993e+06	2.3971e+06	2.35691e+06	2.24304e+06	2.1354e+06	2.03677e+06	1.97094e+06	1.93697e+06	1.92357e+06	2.02094e+06	1.98112e+06	1.99755e+06	2.12185e+06	1.81699e+06	2.09194e+06
Q9UPU7	Q9UPU7	TBD2B_HUMAN	TBC1D2B	TBC1 domain family member 2B	719672	690345	618340	606932	633222	530625	634000	673063	516463	526664	577750	508836	564090	545147	546832	518960	667879	721517	729294	789578	603648	642012	615017	557606	527381	478221	318153	358311	483160	413746	378941	333058	353025	361950	350444	507635
Q9UPW0	Q9UPW0;C9JVP0;C9JXI1	FOXJ3_HUMAN	FOXJ3	Forkhead box protein J3	253973	220602	255871	268756	201095	184731	184545	225683	216735	281530	150779	157217	148864	165192	158543	174802	321802	282809	321213	321065	295134	302261	224593		396358	395258	521931	497769	356568	412755	445513	497888	465682	485582	401146	414449
Q9UPY3	Q9UPY3;A0A7I2YBM0;A0A8Q3SJI0;A0A8Q3WLH8;A0A8Q3WLJ5;H0YJZ6	DICER_HUMAN	DICER1	Endoribonuclease Dicer	537659	538390	608114	598500	596048	598489	532284	505440	523863	473708	473532	436576	378533	487419	404764	371428	585934	505695	599631	533839	615807	564690	507002	343502	298726	258959	377528	342442	439925	489726	388333	364244	440406	431370	565595	573919
Q9UPZ3	Q9UPZ3	HPS5_HUMAN	HPS5	BLOC-2 complex member HPS5	956305	1.10581e+06	978495	1.02973e+06	975497	1.02623e+06	884010	911461	1.2369e+06	1.29441e+06	1.30151e+06	1.21902e+06	1.43434e+06	1.32929e+06	1.29751e+06	1.28322e+06	1.18586e+06	1.04841e+06	1.12714e+06	1.2458e+06	1.0831e+06	1.03166e+06	1.04155e+06	1.1442e+06	916292	970180	732556	714858	810226	872321	936150	913111	820068	896143	880173	897434
Q9UQ13	Q9UQ13;A0A8I5KUD9;X6RI37	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2	1.25677e+06	1.31332e+06	1.10555e+06	1.23743e+06	1.36876e+06	1.35719e+06	1.16355e+06	1.1392e+06	1.04259e+06	988687	1.07736e+06	763205	514895	511317	636114	608807	1.30069e+06	1.30482e+06	1.30317e+06	1.30786e+06	1.23286e+06	1.19456e+06	1.28971e+06	350065	843922	809733	697128	866600	623257	549079	883760	919280	870945	899840	809956	728639
Q9UQ35	Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	3.20286e+07	3.17288e+07	2.75826e+07	2.70735e+07	3.56176e+07	3.53876e+07	2.52891e+07	2.61646e+07	2.74325e+07	2.79173e+07	2.64648e+07	2.64995e+07	2.45708e+07	2.45366e+07	2.52437e+07	2.58684e+07	1.00062e+07	9.98037e+06	3.19815e+07	3.19522e+07	2.20473e+07	2.21263e+07	3.46725e+07	2.56529e+07	2.44508e+07	2.58044e+07	2.9201e+07	2.92519e+07	2.41356e+07	2.42416e+07	2.55719e+07	2.58375e+07	2.65021e+07	2.66265e+07	2.58004e+07	2.50138e+07
Q9UQ80	Q9UQ80	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4	1.42985e+07	1.44887e+07	1.633e+07	1.63507e+07	1.55339e+07	1.55506e+07	1.58854e+07	1.60852e+07	1.33381e+07	1.34438e+07	1.47878e+07	1.49474e+07	1.38088e+07	1.40616e+07	1.45171e+07	1.44763e+07	1.46504e+07	1.47801e+07	1.3574e+07	1.35497e+07	1.65497e+07	1.65611e+07	1.6219e+07	1.46351e+07	1.24805e+07	1.23506e+07	1.42022e+07	1.43465e+07	1.39722e+07	1.40099e+07	1.28489e+07	1.3366e+07	1.27721e+07	1.28487e+07	1.26744e+07	1.27715e+07
Q9UQ90	Q9UQ90;A0A2R8Y726;A0A2R8Y3M4;A0A2R8Y4Y7;A0A2R8Y6K2;A0A2R8Y7B8;A0A2R8Y7E2;A0A2R8YDQ1;A0A2R8YEH4;A0A2R8YFW4;A0A2R8YGZ0;A0A2U3TZH1;J3KRF6;H3BTY6	SPG7_HUMAN	SPG7	Paraplegin	249085	230876	161515	167422	289045	306985	227407	214713	268113	236923	223866	219429	307026	267616	259689	223350	184688	157286	270092	270074	262549	209549	236685	179188	288847	253541	223249	236508	178866	186388	237079	241799	280891	277106	197745	189115
Q9UQB8	Q9UQB8	BAIP2_HUMAN	BAIAP2	Brain-specific angiogenesis inhibitor 1-associated protein 2	8.59216e+06	8.59668e+06	9.12362e+06	9.12011e+06	9.30917e+06	9.33608e+06	9.45144e+06	9.62628e+06	6.2195e+06	6.40595e+06	5.5297e+06	5.46905e+06	5.18605e+06	5.0331e+06	5.22097e+06	5.32965e+06	8.47703e+06	8.58625e+06	7.84525e+06	8.02892e+06	9.02374e+06	8.79695e+06	1.02753e+07	5.42875e+06	6.2283e+06	6.33807e+06	6.93886e+06	6.43528e+06	5.9684e+06	5.92487e+06	6.42828e+06	6.50159e+06	6.79527e+06	6.69954e+06	6.86709e+06	6.955e+06
Q9UQR0	Q9UQR0	SCML2_HUMAN	SCML2	Sex comb on midleg-like protein 2	20833.3	22335.7	4011.13	3994.46		1772.17	4843.27		19689.1	11249.1						4125.02	18461.8	17533.6	7229.81	8777.66			4695.31		22511.6	13690.2	13132.1	11971.6			18232.6	14949.2	9538.82	10089.2		
